,id,movie,year,time,rating,score,votes,gross,description,director,star,genre
344,344,Das Cabinet des Dr. Caligari,1920,76 min,8.1,****,"61,216",%^%^%^,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",Robert Wiene,'Werner Krauss' 'Conrad Veidt' 'Friedrich Feher' 'Lil Dagover',"
Horror, Mystery, Thriller            "
208,208,Contratiempo,2016,106 min,8.1,****,"163,932",%^%^%^,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,Oriol Paulo,'Mario Casas' 'Ana Wagener' 'Jose Coronado' 'Bárbara Lennie',"
Crime, Drama, Mystery            "
240,240,Hachi: A Dog's Tale,2009,93 min,8.1,****,"269,838",%^%^%^,A college professor bonds with an abandoned dog he takes into his home.,Lasse Hallström,'Richard Gere' 'Joan Allen' 'Cary-Hiroyuki Tagawa' 'Sarah Roemer',"
Biography, Drama, Family            "
720,720,Badlands,1973,94 min,7.8,93        ,"70,531",%^%^%^,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,Terrence Malick,'Martin Sheen' 'Sissy Spacek' 'Warren Oates' 'Ramon Bieri',"
Action, Crime, Drama            "
567,567,"Aguirre, der Zorn Gottes",1972,95 min,7.9,****,"55,354",%^%^%^,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",Werner Herzog,'Klaus Kinski' 'Ruy Guerra' 'Helena Rojo' 'Del Negro',"
Action, Adventure, Biography            "
327,327,White Heat,1949,114 min,8.1,****,"31,839",%^%^%^,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,Raoul Walsh,"'James Cagney' 'Virginia Mayo' ""Edmond O'Brien"" 'Margaret Wycherly'","
Action, Crime, Drama            "
349,349,Airlift,2016,130 min,8.0,****,"55,590",%^%^%^,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",Raja Menon,'Akshay Kumar' 'Nimrat Kaur' 'Kumud Mishra' 'Prakash Belawadi',"
Drama, History            "
474,474,Kind Hearts and Coronets,1949,106 min,8.0,****,"36,392",%^%^%^,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,Robert Hamer,'Dennis Price' 'Alec Guinness' 'Valerie Hobson' 'Joan Greenwood',"
Comedy, Crime            "
443,443,Solaris,1972,167 min,8.0,90        ,"87,764",%^%^%^,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,Andrei Tarkovsky,'Natalya Bondarchuk' 'Donatas Banionis' 'Jüri Järvet' 'Vladislav Dvorzhetskiy',"
Drama, Mystery, Sci-Fi            "
583,583,Harvey,1950,104 min,7.9,****,"54,439",%^%^%^,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",Henry Koster,'James Stewart' 'Wallace Ford' 'William H. Lynn' 'Victoria Horne',"
Comedy, Drama, Fantasy            "
584,584,The Asphalt Jungle,1950,112 min,7.9,****,"25,801",%^%^%^,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.",John Huston,'Sterling Hayden' 'Louis Calhern' 'Jean Hagen' 'James Whitmore',"
Crime, Drama, Film-Noir            "
473,473,In a Lonely Place,1950,94 min,8.0,****,"29,860",%^%^%^,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",Nicholas Ray,'Humphrey Bogart' 'Gloria Grahame' 'Frank Lovejoy' 'Carl Benton Reid',"
Drama, Film-Noir, Mystery            "
726,726,Bonnie and Clyde,1967,111 min,7.8,86        ,"109,071",%^%^%^,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",Arthur Penn,'Warren Beatty' 'Faye Dunaway' 'Michael J. Pollard' 'Gene Hackman',"
Action, Biography, Crime            "
607,607,Udta Punjab,2016,148 min,7.8,****,"29,163",%^%^%^,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,Abhishek Chaubey,'Shahid Kapoor' 'Alia Bhatt' 'Kareena Kapoor' 'Diljit Dosanjh',"
Action, Crime, Drama            "
937,937,Celda 211,2009,113 min,7.6,****,"66,229",%^%^%^,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",Daniel Monzón,'Luis Tosar' 'Alberto Ammann' 'Antonio Resines' 'Manuel Morón',"
Action, Adventure, Crime            "
774,774,Kokuhaku,2010,106 min,7.7,****,"37,815",%^%^%^,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,Tetsuya Nakashima,'Takako Matsu' 'Yoshino Kimura' 'Masaki Okada' 'Yukito Nishii',"
Drama, Thriller            "
87,87,Sunset Blvd.,1950,110 min,8.4,****,"213,350",%^%^%^,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,Billy Wilder,'William Holden' 'Gloria Swanson' 'Erich von Stroheim' 'Nancy Olson',"
Drama, Film-Noir            "
605,605,Perfetti sconosciuti,2016,96 min,7.8,****,"61,725",%^%^%^,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles.",Paolo Genovese,'Giuseppe Battiston' 'Anna Foglietta' 'Marco Giallini' 'Edoardo Leo',"
Comedy, Drama            "
187,187,Anand,1971,122 min,8.2,****,"33,050",%^%^%^,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",Hrishikesh Mukherjee,'Rajesh Khanna' 'Amitabh Bachchan' 'Sumita Sanyal' 'Ramesh Deo',"
Drama, Musical            "
568,568,Harold and Maude,1971,91 min,7.9,62        ,"75,491",%^%^%^,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",Hal Ashby,'Ruth Gordon' 'Bud Cort' 'Vivian Pickles' 'Cyril Cusack',"
Comedy, Drama, Romance            "
449,449,Rosemary's Baby,1968,137 min,8.0,96        ,"206,455",%^%^%^,"A young couple trying for a baby move into an aging, ornate apartment building on Central Park West, but find themselves surrounded by peculiar neighbors.",Roman Polanski,'Mia Farrow' 'John Cassavetes' 'Ruth Gordon' 'Sidney Blackmer',"
Drama, Horror            "
991,991,Where Eagles Dare,1968,158 min,7.6,63        ,"56,291",%^%^%^,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",Brian G. Hutton,'Richard Burton' 'Clint Eastwood' 'Mary Ure' 'Patrick Wymark',"
Action, Adventure, War            "
884,884,Love and Death,1975,85 min,7.7,89        ,"37,710",%^%^%^,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",Woody Allen,'Woody Allen' 'Diane Keaton' 'Georges Adet' 'Frank Adu',"
Comedy, War            "
241,241,Mary and Max.,2009,92 min,8.1,****,"172,066",%^%^%^,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",Adam Elliot,'Toni Collette' 'Philip Seymour Hoffman' 'Eric Bana' 'Barry Humphries',"
Animation, Comedy, Drama            "
376,376,Nefes: Vatan Sagolsun,2009,128 min,8.0,****,"33,023",%^%^%^,Story of 40-man Turkish task force who must defend a relay station.,"Directors:Levent Semerci, Erdem Can",'Mete Horozoglu' 'Ilker Kizmaz' 'Baris Bagci' 'Özgür Eren Koç',"
Action, Drama, Thriller            "
300,300,Barry Lyndon,1975,185 min,8.1,89        ,"160,263",%^%^%^,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,Stanley Kubrick,"""Ryan O'Neal"" 'Marisa Berenson' 'Patrick Magee' 'Hardy Krüger'","
Adventure, Drama, History            "
299,299,Network,1976,121 min,8.1,83        ,"153,678",%^%^%^,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",Sidney Lumet,'Faye Dunaway' 'William Holden' 'Peter Finch' 'Robert Duvall',"
Drama            "
489,489,Hindi Medium,2017,132 min,7.9,****,"26,639",%^%^%^,A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,Saket Chaudhary,'Irfan Khan' 'Saba Qamar' 'Dishita Sehgal' 'Deepak Dobriyal',"
Comedy, Drama            "
183,183,The Message,1976,177 min,8.2,****,"46,089",%^%^%^,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,Moustapha Akkad,'Anthony Quinn' 'Irene Papas' 'Michael Ansara' 'Johnny Sekka',"
Biography, Drama, History            "
638,638,Chugyeokja,2008,125 min,7.8,64        ,"63,233",%^%^%^,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,Na Hong-jin,'Kim Yoon-seok' 'Ha Jung-woo' 'Yeong-hie Seo' 'Kim Yoo-jeong',"
Action, Crime, Thriller            "
478,478,Brief Encounter,1945,86 min,8.0,92        ,"38,553",%^%^%^,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",David Lean,'Celia Johnson' 'Trevor Howard' 'Stanley Holloway' 'Joyce Carey',"
Drama, Romance            "
997,997,Gilda,1946,110 min,7.6,****,"31,232",%^%^%^,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,Charles Vidor,'Rita Hayworth' 'Glenn Ford' 'George Macready' 'Joseph Calleia',"
Drama, Film-Noir, Romance            "
36,36,It's a Wonderful Life,1946,130 min,8.6,89        ,"427,962",%^%^%^,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,Frank Capra,'James Stewart' 'Donna Reed' 'Lionel Barrymore' 'Thomas Mitchell',"
Drama, Family, Fantasy            "
119,119,Dersu Uzala,1975,142 min,8.3,****,"26,253",%^%^%^,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,Akira Kurosawa,'Maksim Munzuk' 'Yuriy Solomin' 'Mikhail Bychkov' 'Vladimir Khrulyov',"
Adventure, Biography, Drama            "
941,941,Die Welle,2008,107 min,7.6,****,"106,512",%^%^%^,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,Dennis Gansel,'Jürgen Vogel' 'Frederick Lau' 'Max Riemelt' 'Jennifer Ulrich',"
Drama, Thriller            "
234,234,A Wednesday,2008,104 min,8.1,****,"76,880",%^%^%^,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,Neeraj Pandey,'Anupam Kher' 'Naseeruddin Shah' 'Virendra Saxena' 'Mahesh Kanual',"
Action, Crime, Drama            "
374,374,Ip Man,2008,106 min,8.0,59        ,"218,562",%^%^%^,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",Wilson Yip,'Donnie Yen' 'Simon Yam' 'Siu-Wong Fan' 'Ka-Tung Lam',"
Action, Biography, Drama            "
476,476,Out of the Past,1947,97 min,8.0,****,"35,617",%^%^%^,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",Jacques Tourneur,'Robert Mitchum' 'Jane Greer' 'Kirk Douglas' 'Rhonda Fleming',"
Crime, Drama, Film-Noir            "
738,738,Key Largo,1948,100 min,7.8,****,"39,435",%^%^%^,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",John Huston,'Humphrey Bogart' 'Edward G. Robinson' 'Lauren Bacall' 'Lionel Barrymore',"
Action, Crime, Drama            "
475,475,Rope,1948,80 min,8.0,73        ,"137,679",%^%^%^,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,Alfred Hitchcock,'James Stewart' 'John Dall' 'Farley Granger' 'Dick Hogan',"
Crime, Drama, Mystery            "
94,94,Vikram Vedha,2017,147 min,8.3,****,"34,901",%^%^%^,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.","Directors:Gayatri, Pushkar",'Madhavan' 'Vijay Sethupathi' 'Shraddha Srinath' 'Kathir',"
Action, Crime, Drama            "
184,184,Sholay,1975,204 min,8.2,****,"54,113",%^%^%^,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",Ramesh Sippy,'Sanjeev Kumar' 'Dharmendra' 'Amitabh Bachchan' 'Amjad Khan',"
Action, Adventure, Comedy            "
716,716,The Man Who Would Be King,1975,129 min,7.8,91        ,"47,572",%^%^%^,"Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",John Huston,'Sean Connery' 'Michael Caine' 'Christopher Plummer' 'Saeed Jaffrey',"
Adventure, History, War            "
137,137,Koe no katachi,2016,130 min,8.2,78        ,"67,194",%^%^%^,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",Naoko Yamada,'Miyu Irino' 'Saori Hayami' 'Aoi Yûki' 'Kenshô Ono',"
Animation, Drama            "
737,737,Red River,1948,133 min,7.8,****,"30,085",%^%^%^,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.","Directors:Howard Hawks, Arthur Rosson",'John Wayne' 'Montgomery Clift' 'Joanne Dru' 'Walter Brennan',"
Drama, Western            "
574,574,In Cold Blood,1967,134 min,7.9,89        ,"25,746",%^%^%^,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",Richard Brooks,'Robert Blake' 'Scott Wilson' 'John Forsythe' 'Paul Stewart',"
Biography, Crime, Drama            "
306,306,Persona,1966,85 min,8.1,86        ,"112,336",%^%^%^,A nurse is put in charge of a mute actress and finds that their personae are melding together.,Ingmar Bergman,'Bibi Andersson' 'Liv Ullmann' 'Margaretha Krook' 'Gunnar Björnstrand',"
Drama, Thriller            "
320,320,Kumonosu-jô,1957,110 min,8.1,****,"50,298",%^%^%^,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",Akira Kurosawa,'Toshirô Mifune' 'Minoru Chiaki' 'Isuzu Yamada' 'Takashi Shimura',"
Drama, History            "
580,580,The Searchers,1956,119 min,7.9,94        ,"86,018",%^%^%^,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,John Ford,'John Wayne' 'Jeffrey Hunter' 'Vera Miles' 'Ward Bond',"
Adventure, Drama, Western            "
905,905,Rebel Without a Cause,1955,111 min,7.7,89        ,"87,660",%^%^%^,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",Nicholas Ray,'James Dean' 'Natalie Wood' 'Sal Mineo' 'Jim Backus',"
Drama            "
465,465,The Killing,1956,84 min,8.0,91        ,"86,602",%^%^%^,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,Stanley Kubrick,'Sterling Hayden' 'Coleen Gray' 'Vince Edwards' 'Jay C. Flippen',"
Crime, Drama, Film-Noir            "
929,929,El cuerpo,2012,112 min,7.6,****,"62,712",%^%^%^,A detective searches for the body of a femme fatale which has gone missing from a morgue.,Oriol Paulo,'Jose Coronado' 'Hugo Silva' 'Belén Rueda' 'Aura Garrido',"
Mystery, Thriller            "
146,146,Gangs of Wasseypur,2012,321 min,8.2,89        ,"91,154",%^%^%^,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Anurag Kashyap,'Manoj Bajpayee' 'Richa Chadha' 'Nawazuddin Siddiqui' 'Tigmanshu Dhulia',"
Action, Comedy, Crime            "
904,904,Invasion of the Body Snatchers,1956,80 min,7.7,92        ,"47,901",%^%^%^,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,Don Siegel,'Kevin McCarthy' 'Dana Wynter' 'Larry Gates' 'King Donovan',"
Drama, Horror, Sci-Fi            "
311,311,Sanjuro,1962,96 min,8.1,****,"37,014",%^%^%^,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent.",Akira Kurosawa,'Toshirô Mifune' 'Tatsuya Nakadai' 'Keiju Kobayashi' 'Yûnosuke Itô',"
Action, Comedy, Drama            "
994,994,Giant,1956,201 min,7.6,84        ,"37,378",%^%^%^,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,George Stevens,'Elizabeth Taylor' 'Rock Hudson' 'James Dean' 'Carroll Baker',"
Drama, Western            "
95,95,Drishyam,2013,160 min,8.3,****,"38,715",%^%^%^,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,Jeethu Joseph,'Mohanlal' 'Meena' 'Asha Sharath' 'Ansiba',"
Crime, Drama, Thriller            "
731,731,Jules et Jim,1962,105 min,7.8,97        ,"40,031",%^%^%^,Decades of a love triangle concerning two friends and an impulsive woman.,François Truffaut,'Jeanne Moreau' 'Oskar Werner' 'Henri Serre' 'Vanna Urbino',"
Drama, Romance            "
192,192,Yôjinbô,1961,110 min,8.2,93        ,"118,457",%^%^%^,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Akira Kurosawa,'Toshirô Mifune' 'Eijirô Tôno' 'Tatsuya Nakadai' 'Yôko Tsukasa',"
Action, Drama, Thriller            "
908,908,The Day the Earth Stood Still,1951,92 min,7.7,****,"80,144",%^%^%^,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.",Robert Wise,'Michael Rennie' 'Patricia Neal' 'Hugh Marlowe' 'Sam Jaffe',"
Drama, Sci-Fi            "
993,993,Breakfast at Tiffany's,1961,115 min,7.6,76        ,"174,195",%^%^%^,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",Blake Edwards,'Audrey Hepburn' 'George Peppard' 'Patricia Neal' 'Buddy Ebsen',"
Comedy, Drama, Romance            "
